monthly_usage_hours,login_frequency,last_login_days,support_tickets,payment_failures,subscription_plan,renewed
12.49,20.12,5.79,3,0,growth,1
27.9,18.94,2.03,1,1,business,1
28.84,20.48,18.08,7,1,growth,0
28.49,20.77,6.25,2,1,business,1
19.57,18.78,7.69,2,1,growth,1
20.46,14.05,1.23,2,1,growth,1
20.93,19.78,3.88,2,0,business,1
24.03,12.64,4.4,3,2,growth,0
21.95,20.34,6.65,3,1,business,0
20.4,23.48,6.78,3,0,business,1
32.63,24.69,3.88,1,0,enterprise,1
19.99,18.27,6.39,2,0,growth,1
18.99,21.57,12.77,6,2,growth,0
22.26,17.95,18.41,8,2,growth,0
19.81,21.58,3.78,2,2,business,1
25.26,20.31,3.02,1,1,business,1
19.13,21.23,6.85,4,0,growth,1
21.17,20.69,5.0,3,0,business,1
19.47,14.98,7.71,3,0,growth,0
13.63,16.29,7.42,3,1,growth,1
26.48,18.45,7.1,2,1,business,0
19.57,22.73,5.31,1,0,business,1
17.81,17.31,4.3,3,2,growth,1
28.16,20.92,6.58,1,1,business,1
18.66,17.72,6.56,3,1,growth,1
28.15,17.14,6.08,3,0,business,1
18.31,17.0,7.99,3,1,growth,0
12.48,19.71,5.93,2,1,growth,1
20.29,23.76,1.12,2,0,business,1
23.5,20.65,7.86,3,1,business,1
24.03,15.89,7.72,4,0,growth,0
14.72,18.12,6.73,2,1,growth,1
19.4,12.26,3.59,1,1,growth,1
29.29,22.57,7.56,3,1,business,1
21.95,21.1,5.78,2,0,business,1
11.97,18.78,10.45,3,0,growth,1
21.31,16.53,6.26,2,1,growth,1
19.74,23.84,7.05,3,2,business,1
22.61,17.51,11.89,6,1,growth,0
26.74,16.82,9.28,2,1,business,0
12.69,15.11,5.16,3,0,growth,1
23.89,14.83,2.55,1,0,business,1
18.79,15.48,8.11,3,1,growth,0
24.73,23.42,10.31,4,1,business,1
19.08,16.61,7.47,6,2,growth,0
24.51,16.31,4.14,1,2,business,1
27.48,17.78,2.33,1,1,business,1
17.28,20.55,6.65,3,1,growth,1
27.53,17.5,6.64,3,0,business,1
24.92,15.44,5.02,3,2,growth,0
30.04,17.54,6.79,3,1,business,0
25.26,18.43,2.84,2,1,business,1
20.66,19.76,3.57,2,1,business,1
19.75,17.6,5.83,3,1,growth,0
30.37,12.82,9.65,4,1,growth,0
22.85,20.14,9.71,5,2,growth,0
21.22,19.79,6.43,4,1,growth,1
23.14,15.73,6.04,3,0,growth,1
20.94,24.49,11.84,4,2,business,1
18.19,16.76,5.67,3,1,growth,0
26.28,18.81,6.73,3,0,business,1
12.72,18.46,5.04,3,2,growth,1
16.91,16.72,2.63,1,1,growth,1
20.79,16.36,4.98,3,2,growth,0
22.09,18.79,7.8,5,1,growth,0
22.37,16.09,8.19,3,0,growth,0
22.45,19.81,11.93,4,1,growth,0
27.1,21.42,6.29,1,1,business,1
21.07,19.68,7.74,3,1,growth,1
28.36,16.3,7.68,3,1,business,0
21.63,19.66,12.02,3,2,growth,0
21.38,22.06,8.4,4,1,growth,1
11.82,22.19,9.67,3,0,growth,1
22.55,18.94,7.45,4,0,growth,0
26.19,20.92,6.76,5,1,business,0
30.06,21.93,7.39,4,0,business,1
30.57,19.22,6.33,3,1,business,0
20.7,17.86,5.73,2,1,growth,1
19.35,15.48,5.86,2,0,growth,1
30.7,21.76,4.88,1,1,business,1
24.18,18.52,10.12,4,2,growth,0
20.75,21.62,6.61,3,1,business,1
20.95,16.21,4.36,2,1,growth,1
15.02,18.16,5.13,3,1,growth,1
11.86,24.73,4.59,1,1,growth,1
15.7,16.08,4.85,2,1,growth,1
22.12,22.02,4.05,1,0,business,1
20.75,22.51,9.68,3,1,business,1
17.18,15.12,7.19,2,1,growth,0
17.85,18.8,2.26,2,0,growth,1
19.66,27.54,1.83,2,1,business,1
21.01,16.01,8.07,3,1,growth,0
29.47,19.75,6.86,2,1,business,1
17.02,23.5,5.32,2,1,business,1
19.58,19.73,4.55,2,1,business,1
16.14,23.26,8.83,4,2,growth,1
15.19,16.99,12.68,5,2,starter,0
18.45,18.43,4.8,2,1,growth,1
19.76,21.67,2.27,1,1,business,1
16.59,18.74,5.77,3,0,growth,1
28.48,18.71,8.68,3,2,business,0
21.36,15.22,4.33,4,0,growth,1
19.81,20.68,6.34,1,0,business,1
22.57,16.87,8.7,3,1,growth,0
13.92,17.27,8.38,4,0,growth,1
18.0,24.75,2.42,3,1,business,1
23.66,16.52,7.39,2,0,business,1
24.05,20.3,5.18,3,0,business,1
17.66,17.36,2.7,2,1,growth,1
31.35,19.79,2.43,1,0,business,1
18.82,18.17,6.91,1,0,business,1
27.13,21.37,3.57,1,0,business,1
17.25,22.83,3.45,3,1,growth,1
20.85,20.8,6.06,3,0,business,1
21.04,29.39,11.29,4,1,business,1
17.42,20.45,10.72,4,2,growth,0
26.22,18.34,4.7,1,1,business,1
30.85,18.64,3.52,1,2,business,1
23.71,19.64,2.22,1,1,business,1
21.21,16.31,13.14,6,1,growth,0
18.15,20.08,1.3,3,1,growth,1
30.35,16.81,13.96,8,1,growth,0
23.24,19.59,10.64,4,2,growth,0
16.07,16.59,8.1,5,2,growth,1
24.52,27.92,4.55,2,2,business,1
29.87,21.31,3.59,0,0,enterprise,1
31.03,17.51,2.11,1,0,business,1
16.42,14.88,6.16,2,0,growth,1
19.17,18.41,6.32,3,2,growth,1
25.66,19.05,11.68,5,2,growth,0
23.4,24.1,7.04,2,1,business,1
25.57,20.47,6.83,3,1,business,0
21.81,18.97,12.06,5,2,growth,0
29.28,17.68,5.23,1,0,business,1
19.84,18.57,5.66,4,1,growth,1
21.73,15.5,5.86,3,0,growth,1
17.34,14.98,11.41,6,2,starter,0
23.68,16.63,7.0,4,1,growth,0
25.74,16.22,9.92,4,1,growth,0
21.17,20.0,9.8,3,0,growth,1
30.65,26.72,6.78,4,1,business,1
23.48,22.46,9.6,4,2,business,0
16.08,22.91,5.05,2,0,growth,1
22.2,22.57,13.58,5,2,growth,0
22.21,19.29,7.99,4,1,growth,0
20.64,20.62,5.91,3,0,growth,1
25.32,17.46,11.56,4,2,growth,0
21.23,17.37,4.05,1,0,business,1
19.03,15.71,7.64,4,1,growth,0
15.29,20.8,12.91,6,1,growth,1
22.86,25.24,8.22,3,0,business,1
18.38,20.89,6.27,3,1,growth,1
21.61,18.2,2.67,1,1,business,1
19.77,26.03,6.62,3,0,business,1
25.63,17.86,4.42,4,1,growth,1
23.46,19.84,9.62,3,0,business,1
20.71,20.29,8.04,3,0,growth,1
17.43,17.8,2.87,2,1,growth,1
30.06,19.36,7.08,3,0,business,1
18.24,16.24,4.65,2,1,growth,1
20.04,16.96,4.76,2,1,growth,1
22.53,13.47,2.79,1,0,business,1
19.01,17.17,1.62,2,1,growth,1
21.66,20.2,7.98,3,0,business,1
14.51,22.05,3.94,2,1,growth,1
21.31,20.51,5.72,3,1,business,1
24.28,19.0,4.98,0,2,business,1
18.92,20.27,3.92,2,1,business,1
25.93,19.53,4.09,2,1,business,0
12.11,9.48,5.02,3,1,starter,0
18.52,18.16,4.55,3,0,growth,1
17.53,19.33,4.95,1,2,business,1
23.53,17.11,1.74,2,0,business,1
21.32,13.49,11.77,5,2,growth,0
21.06,14.14,4.78,3,1,growth,0
10.93,16.62,7.65,2,1,growth,1
20.09,21.0,15.75,7,2,growth,0
18.36,15.93,7.03,3,2,growth,0
16.81,16.57,5.19,2,1,growth,1
29.39,21.81,9.17,3,1,business,0
28.14,20.37,10.01,4,1,business,0
26.27,19.27,6.9,1,1,business,1
18.9,19.0,9.68,3,1,growth,1
18.53,18.82,4.03,1,0,business,1
26.13,21.03,6.04,2,1,business,1
31.02,20.12,4.19,2,0,business,1
24.7,14.6,1.91,1,0,business,1
19.64,17.06,8.78,5,3,growth,0
17.66,22.31,4.45,3,0,growth,1
34.87,27.36,6.43,3,0,enterprise,1
25.69,30.07,0.41,1,0,enterprise,1
